Date,Low,Open,Volume,High,Close,Adjusted Close
27-08-2020,125.66500091552734,127.81500244140624,31760400,128.5,126.28250122070312,126.13499450683594
28-08-2020,126.4250030517578,126.75,53716000,131.47999572753906,131.4774932861328,131.3238983154297
31-08-2020,130.37750244140625,131.82749938964844,50084000,135.75,133.7449951171875,133.58877563476562
01-09-2020,134.36500549316406,134.8000030517578,51131600,139.9375,138.2100067138672,138.08985900878906
02-09-2020,139.0,147.03750610351562,87401200,147.2675018310547,143.46499633789062,143.34030151367188
03-09-2020,128.78750610351562,138.28750610351562,94512800,138.84500122070312,130.15499877929688,130.04185485839844
04-09-2020,117.04750061035156,127.8375015258789,146368400,131.75,126.2249984741211,126.1152801513672
08-09-2020,117.0425033569336,117.34500122070312,79572800,125.5,119.12999725341795,119.02644348144533
09-09-2020,122.31749725341795,124.0,73620000,128.09249877929688,127.1500015258789,127.03947448730467
10-09-2020,121.66999816894533,129.8925018310547,69868400,130.65249633789062,123.11750030517578,123.01048278808594
11-09-2020,118.9574966430664,124.8550033569336,63692800,126.5250015258789,121.6449966430664,121.53925323486328
14-09-2020,126.3125,130.80999755859375,120174400,133.14999389648438,128.72250366210938,128.61061096191406
15-09-2020,128.27749633789062,132.8000030517578,72755600,132.9875030517578,129.91000366210938,129.7970733642578
16-09-2020,125.1374969482422,129.57249450683594,55638400,130.92750549316406,125.1449966430664,125.03620910644533
17-09-2020,120.34750366210938,121.32250213623048,79251200,125.89749908447266,124.63500213623048,124.5266571044922
18-09-2020,119.8874969482422,125.9375,69846000,126.3249969482422,121.89250183105467,121.78654479980467
21-09-2020,119.04499816894533,119.25,72104400,125.2249984741211,125.17250061035156,125.06369018554688
22-09-2020,121.55500030517578,125.75,64645200,126.4800033569336,126.37750244140624,126.26764678955078
23-09-2020,120.7925033569336,125.75499725341795,64701200,127.2699966430664,121.2375030517578,121.13211059570312
24-09-2020,120.13999938964844,120.72250366210938,73124000,125.69499969482422,123.4800033569336,123.37266540527344
25-09-2020,122.4574966430664,124.4749984741211,58801600,128.8350067138672,128.7375030517578,128.6256103515625
28-09-2020,127.5,130.40249633789062,57380800,130.5175018310547,130.35000610351562,130.23667907714844
29-09-2020,129.33250427246094,129.375,62146000,134.42750549316406,132.25750732421875,132.14254760742188
30-09-2020,131.50250244140625,131.5749969482422,68918400,136.22500610351562,135.30499267578125,135.1873779296875
01-10-2020,134.6074981689453,137.5800018310547,52500400,137.62750244140625,136.14500427246094,136.02664184570312
02-10-2020,130.50999450683594,132.25,55249600,135.19500732421875,130.62249755859375,130.50894165039062
05-10-2020,132.2274932861328,132.36000061035156,47982000,136.4425048828125,136.4250030517578,136.30641174316406
06-10-2020,136.64999389648438,138.3000030517578,78442000,141.4199981689453,137.36500549316406,137.24560546875
07-10-2020,138.63499450683594,139.99749755859375,41808400,141.1925048828125,139.63999938964844,139.51861572265625
08-10-2020,137.5800018310547,140.75,37890000,140.84500122070312,138.3874969482422,138.2672119140625
09-10-2020,136.6074981689453,137.6699981689453,34689200,138.24249267578125,137.62750244140625,137.50787353515625
12-10-2020,139.125,139.89500427246094,43474400,143.47000122070312,142.25999450683594,142.13633728027344
13-10-2020,140.1875,142.96499633789062,34460400,143.48500061035156,142.4824981689453,142.358642578125
14-10-2020,139.60000610351562,142.90499877929688,27610000,143.42750549316406,140.95249938964844,140.82997131347656
15-10-2020,137.67750549316406,138.1074981689453,26722400,140.0574951171875,139.6999969482422,139.5785675048828
16-10-2020,137.9250030517578,140.36749267578125,24239200,141.21499633789062,138.11500549316406,137.9949493408203
19-10-2020,134.0675048828125,139.02999877929688,29806800,139.8350067138672,134.9774932861328,134.86016845703125
20-10-2020,135.07000732421875,135.8350067138672,22921200,137.99749755859375,136.4550018310547,136.3363800048828
21-10-2020,134.77499389648438,136.25,21959600,137.9149932861328,135.24749755859375,135.12994384765625
22-10-2020,132.3175048828125,135.22500610351562,29048000,136.11749267578125,133.61000061035156,133.4938507080078
23-10-2020,132.91250610351562,134.5,23348400,135.9324951171875,135.90249633789062,135.78436279296875
26-10-2020,130.38499450683594,134.27000427246094,33689600,136.92750549316406,131.41250610351562,131.2982635498047
27-10-2020,131.9149932861328,133.05999755859375,25052000,134.4199981689453,133.96749877929688,133.85104370117188
28-10-2020,126.08999633789062,131.97999572753906,37652000,132.60000610351562,126.2699966430664,126.16023254394533
29-10-2020,127.5,128.38499450683594,32008000,131.92750549316406,130.24000549316406,130.12680053710938
30-10-2020,123.0,128.5,41682000,129.36500549316406,125.33999633789062,125.23104095458984
02-11-2020,123.9499969482422,126.57749938964844,29965200,128.36749267578125,125.80750274658205,125.6981430053711
03-11-2020,126.02749633789062,127.08499908447266,27290000,131.0500030517578,130.19500732421875,130.0818328857422
04-11-2020,133.3699951171875,133.8925018310547,41022800,138.27499389648438,137.9425048828125,137.82260131835938
05-11-2020,139.91000366210938,141.625,31902800,143.38999938964844,141.60000610351562,141.4769287109375
06-11-2020,138.9499969482422,141.09750366210938,38334800,145.8874969482422,145.6199951171875,145.493408203125
09-11-2020,136.1074981689453,145.52499389648438,58297600,146.9149932861328,136.3074951171875,136.1890106201172
10-11-2020,126.28250122070312,136.06500244140625,64406800,136.06500244140625,127.6999969482422,127.5889892578125
11-11-2020,129.4824981689453,130.53750610351562,40474400,134.35000610351562,134.17999267578125,134.0633544921875
12-11-2020,133.16000366210938,134.7899932861328,36581200,137.66000366210938,134.5675048828125,134.45053100585938
13-11-2020,130.59249877929688,136.2725067138672,34631200,136.6875,132.97000122070312,132.8544158935547
16-11-2020,131.55999755859375,131.72500610351562,41377600,136.4949951171875,135.15249633789062,135.03501892089844
17-11-2020,133.03750610351562,135.52499389648438,31202800,135.96249389648438,134.22250366210938,134.1058349609375
18-11-2020,131.85000610351562,134.65249633789062,51092400,136.0574951171875,134.28750610351562,134.17076110839844
19-11-2020,131.0,132.12750244140625,56593600,134.875,134.40249633789062,134.28567504882812
20-11-2020,130.64999389648438,134.5399932861328,34108800,134.94500732421875,130.87750244140625,130.7637176513672
23-11-2020,130.15499877929688,131.71249389648438,36135600,133.8249969482422,131.39999389648438,131.28578186035156
24-11-2020,128.85000610351562,131.4250030517578,34650000,131.6199951171875,129.57749938964844,129.46485900878906
25-11-2020,130.1999969482422,130.3249969482422,25991600,132.69500732421875,132.34750366210938,132.23245239257812
27-11-2020,131.7050018310547,133.75,16727600,134.0749969482422,132.6125030517578,132.49722290039062
30-11-2020,129.72250366210938,132.64999389648438,28695200,134.125,134.01499938964844,133.89849853515625
01-12-2020,132.28250122070312,134.92250061035156,29694800,135.28750610351562,133.89999389648438,133.78359985351562
02-12-2020,132.34249877929688,133.5050048828125,28336000,136.73500061035156,135.44500732421875,135.3272705078125
03-12-2020,133.2899932861328,135.875,19952000,136.60000610351562,133.9600067138672,133.8831024169922
04-12-2020,133.8874969482422,134.48500061035156,20224400,135.60000610351562,135.58250427246094,135.50466918945312
07-12-2020,135.0,136.0124969482422,22324400,137.3125,136.0675048828125,135.98939514160156
08-12-2020,132.81500244140625,135.85000610351562,27192000,135.9875030517578,133.5,133.42335510253906
09-12-2020,128.6824951171875,133.0050048828125,40130000,134.13999938964844,129.3074951171875,129.23326110839844
10-12-2020,128.4949951171875,128.69000244140625,20776400,130.6875,129.72250366210938,129.64804077148438
11-12-2020,128.22999572753906,129.67250061035156,20926400,130.1999969482422,130.13250732421875,130.05780029296875
14-12-2020,130.77499389648438,130.8800048828125,27015600,133.8874969482422,133.08749389648438,133.01107788085938
15-12-2020,131.86749267578125,134.3975067138672,19301600,134.63999938964844,133.60499572753906,133.52830505371094
16-12-2020,132.125,134.22500610351562,22311600,134.37249755859375,132.4250030517578,132.34896850585938
17-12-2020,131.78500366210938,133.66749572753906,23138400,133.7949981689453,133.41250610351562,133.33590698242188
18-12-2020,130.7050018310547,133.7899932861328,34206400,134.0500030517578,132.72000122070312,132.64381408691406
21-12-2020,129.6750030517578,130.74749755859375,30233200,133.6999969482422,133.32249450683594,133.24595642089844
22-12-2020,130.5399932861328,133.1925048828125,18558000,133.37249755859375,132.78250122070312,132.70626831054688
23-12-2020,130.0500030517578,132.55999755859375,17914400,132.75,130.09249877929688,130.01780700683594
24-12-2020,129.3874969482422,130.37249755859375,9788400,131.3249969482422,129.9375,129.8629150390625
28-12-2020,127.63249969482422,130.625,21256400,130.625,129.0,128.9259490966797
29-12-2020,128.42250061035156,129.25,17037200,130.72500610351562,129.4324951171875,129.35818481445312
30-12-2020,128.96749877929688,129.90249633789062,22539600,132.1374969482422,131.45750427246094,131.3820343017578
31-12-2020,129.14999389648438,131.36500549316406,19242400,131.50999450683594,130.5500030517578,130.4750518798828
04-01-2021,129.625,131.04249572753906,56064000,136.52499389648438,131.13499450683594,131.05972290039062
05-01-2021,130.8699951171875,130.99749755859375,32276000,134.43499755859375,134.04750061035156,133.97055053710938
06-01-2021,125.86000061035156,132.22500610351562,58042400,132.4499969482422,126.1449966430664,126.07257843017578
07-01-2021,128.86500549316406,129.6750030517578,46148000,133.77749633789062,133.44000244140625,133.36338806152344
08-01-2021,130.4199981689453,133.625,29252800,134.2100067138672,132.7675018310547,132.6912841796875
11-01-2021,133.625,134.1875,51834400,139.61000061035156,136.21499633789062,136.1367950439453
12-01-2021,133.4499969482422,137.52499389648438,29147600,137.5449981689453,134.84750366210938,134.7700958251953
13-01-2021,133.85000610351562,134.89999389648438,21002800,136.25,135.3175048828125,135.2398223876953
14-01-2021,131.80499267578125,135.75,28312000,135.99749755859375,132.00250244140625,131.92672729492188
15-01-2021,128.48500061035156,132.27999877929688,27778000,133.25250244140625,128.59500122070312,128.52117919921875
19-01-2021,128.44000244140625,130.16250610351562,22618800,130.94000244140625,130.25250244140625,130.177734375
20-01-2021,130.5675048828125,131.11749267578125,25857200,134.30499267578125,133.65750122070312,133.58078002929688
21-01-2021,132.52999877929688,134.18499755859375,33778000,139.99249267578125,138.6750030517578,138.5953826904297
22-01-2021,136.2725067138672,137.39999389648438,24682000,138.41749572753906,137.125,137.04627990722656
25-01-2021,132.36500549316406,137.8175048828125,25111200,138.28500366210938,136.53250122070312,136.45413208007812
26-01-2021,133.875,135.80499267578125,16398000,136.44749450683594,134.3524932861328,134.27536010742188
27-01-2021,127.9375,132.3000030517578,37127200,132.32749938964844,129.17750549316406,129.1033477783203
28-01-2021,129.60499572753906,129.96249389648438,22831600,133.3975067138672,130.50999450683594,130.43507385253906
29-01-2021,129.11500549316406,130.75,27155200,133.34750366210938,129.8975067138672,129.82293701171875
01-02-2021,129.02749633789062,130.53250122070312,21720400,132.70750427246094,132.3699951171875,132.29400634765625
02-02-2021,132.85499572753906,133.9875030517578,22044000,135.72000122070312,135.5675048828125,135.4896697998047
03-02-2021,135.1649932861328,136.36000061035156,24540800,139.3175048828125,135.30499267578125,135.22731018066406
04-02-2021,133.37750244140625,135.30999755859375,20134000,136.73500061035156,136.6425018310547,136.56405639648438
05-02-2021,135.45750427246094,137.25,16915200,137.37249755859375,135.91000366210938,135.8319854736328
08-02-2021,137.2725067138672,137.2725067138672,43462400,144.7375030517578,144.3874969482422,144.3046112060547
09-02-2021,142.22500610351562,143.40750122070312,28756000,145.83250427246094,142.63250732421875,142.55062866210938
10-02-2021,143.4149932861328,144.63250732421875,48535200,149.0500030517578,147.6425018310547,147.5577392578125
11-02-2021,149.25,149.80250549316406,45082800,152.72250366210938,152.50750732421875,152.41995239257812
12-02-2021,147.75,150.5,37475600,152.91250610351562,149.6125030517578,149.526611328125
16-02-2021,149.5,150.6425018310547,32196000,153.72500610351562,153.30250549316406,153.21449279785156
17-02-2021,147.8000030517578,151.7100067138672,27475600,152.23500061035156,149.05999755859375,148.97442626953125
18-02-2021,145.75,147.2899932861328,23386800,148.7324981689453,148.2899932861328,148.20486450195312
19-02-2021,148.46749877929688,150.2449951171875,27172400,151.77000427246094,149.26499938964844,149.17930603027344
22-02-2021,143.25,147.74749755859375,32588400,151.33250427246094,143.5574951171875,143.47508239746094
23-02-2021,133.89500427246094,140.75250244140625,39178000,142.3874969482422,141.4199981689453,141.33880615234375
24-02-2021,137.55999755859375,141.2274932861328,44832000,145.0675048828125,144.99000549316406,144.90676879882812
25-02-2021,132.16250610351562,140.4550018310547,82443600,143.74749755859375,133.0749969482422,132.99859619140625
26-02-2021,133.61000061035156,137.52499389648438,50093200,138.5449981689453,137.14500427246094,137.06626892089844
01-03-2021,135.53250122070312,138.75,35318400,139.25,138.41749572753906,138.33802795410156
02-03-2021,133.9600067138672,139.0,26411600,139.2050018310547,134.0625,133.98553466796875
03-03-2021,127.9875030517578,134.2624969482422,37759200,134.51499938964844,128.04750061035156,127.97398376464844
04-03-2021,120.8375015258789,128.00750732421875,57334400,129.75,123.70249938964844,123.63147735595705
05-03-2021,116.7925033569336,125.5,54284000,125.5,124.61499786376952,124.54345703125
08-03-2021,115.66500091552734,124.5,54311200,124.7125015258789,115.93250274658205,115.86595153808594
09-03-2021,120.59249877929688,121.30249786376952,52182400,126.1675033569336,125.20249938964844,125.17381286621094
10-03-2021,124.5749969482422,128.40499877929688,38437600,129.8000030517578,124.68250274658205,124.65393829345705
11-03-2021,127.34500122070312,129.5,29991600,130.46249389648438,129.93499755859375,129.9052276611328
12-03-2021,125.9000015258789,126.48249816894533,24396400,128.8874969482422,128.55999755859375,128.53054809570312
15-03-2021,127.67250061035156,128.6475067138672,22198800,132.0675048828125,131.91250610351562,131.8822784423828
16-03-2021,131.16749572753906,133.56500244140625,27212800,135.125,132.91250610351562,132.88204956054688
17-03-2021,129.89500427246094,130.3975067138672,24386400,134.53250122070312,133.41250610351562,133.38194274902344
18-03-2021,127.16999816894533,131.36500549316406,29389600,131.83999633789062,127.2249984741211,127.1958465576172
19-03-2021,126.125,127.5,29920800,129.21499633789062,128.45750427246094,128.42807006835938
22-03-2021,129.0675048828125,129.12750244140625,29780400,133.94500732421875,131.8625030517578,131.83229064941406
23-03-2021,130.21249389648438,132.54249572753906,22204800,133.44500732421875,130.70750427246094,130.67755126953125
24-03-2021,126.36750030517578,131.5124969482422,24584000,131.59249877929688,126.43000030517578,126.40103149414062
25-03-2021,122.72000122070312,124.99500274658205,29514400,127.14749908447266,125.35250091552734,125.32378387451172
26-03-2021,123.73500061035156,125.54499816894533,36396800,128.5625,128.3925018310547,128.3630828857422
29-03-2021,127.0,128.20249938964844,27352000,130.625,129.4824981689453,129.4528350830078
30-03-2021,127.0500030517578,128.4199981689453,20020400,129.75250244140625,128.71749877929688,128.68800354003906
31-03-2021,129.8249969482422,130.15499877929688,31477600,134.7050018310547,133.4824981689453,133.45191955566406
01-04-2021,135.1125030517578,135.72250366210938,30827600,138.6999969482422,138.11749267578125,138.08584594726562
05-04-2021,137.3300018310547,138.6750030517578,25567200,140.13999938964844,139.875,139.84295654296875
06-04-2021,137.73500061035156,139.99749755859375,19174400,140.54249572753906,138.61500549316406,138.583251953125
07-04-2021,137.11500549316406,138.8074951171875,25128400,142.43499755859375,141.43499755859375,141.402587890625
08-04-2021,142.49000549316406,142.52749633789062,24441600,144.71499633789062,143.1699981689453,143.13719177246094
09-04-2021,141.75,142.13999938964844,19517200,144.0800018310547,144.0,143.96701049804688
12-04-2021,141.3925018310547,142.8975067138672,86932400,153.52499389648438,152.08999633789062,152.05514526367188
13-04-2021,151.25750732421875,152.31500244140625,67621200,157.0,156.7949981689453,156.7590789794922
14-04-2021,152.27499389648438,156.25,38550000,157.2050018310547,152.77000427246094,152.73500061035156
15-04-2021,156.31500244140625,156.625,59848000,162.1425018310547,161.37249755859375,161.3355255126953
16-04-2021,158.65249633789062,160.52999877929688,33520800,161.65750122070312,159.125,159.0885467529297
19-04-2021,152.3300018310547,155.36500549316406,40442000,158.0749969482422,153.61749267578125,153.58229064941406
20-04-2021,149.6300048828125,153.2324981689453,33413200,154.97000122070312,151.71249389648438,151.677734375
21-04-2021,151.0225067138672,151.1875,21677600,153.625,153.60499572753906,153.56980895996094
22-04-2021,147.8350067138672,153.75,27778800,154.38499450683594,148.50250244140625,148.46847534179688
23-04-2021,149.00250244140625,149.34249877929688,22750000,153.35000610351562,152.65249633789062,152.61752319335938
26-04-2021,151.25,151.85000610351562,19779600,154.7899932861328,154.77999877929688,154.74453735351562
27-04-2021,153.5449981689453,155.78500366210938,16457200,156.7050018310547,153.8175048828125,153.78225708007812
28-04-2021,152.15499877929688,153.64500427246094,20941600,155.32249450683594,152.7675018310547,152.7324981689453
29-04-2021,150.71499633789062,154.0,17319600,154.36500549316406,153.24749755859375,153.21238708496094
30-04-2021,149.97000122070312,151.7449951171875,20191200,153.64999389648438,150.09500122070312,150.06060791015625
03-05-2021,147.875,151.25,20391200,152.46749877929688,148.36749267578125,148.33349609375
04-05-2021,140.1024932861328,146.37249755859375,40532400,146.375,143.5124969482422,143.4796142578125
05-05-2021,143.875,147.08999633789062,29202400,148.13499450683594,144.5850067138672,144.5518798828125
06-05-2021,142.17999267578125,144.95249938964844,19338000,145.71249389648438,145.22999572753906,145.19671630859375
07-05-2021,146.71749877929688,148.08250427246094,22932800,149.70750427246094,148.12249755859375,148.08856201171875
10-05-2021,142.5,147.87249755859375,26890400,148.05999755859375,142.65750122070312,142.62481689453125
11-05-2021,137.5,138.25,28558400,143.54750061035156,143.0625,143.02972412109375
12-05-2021,137.09249877929688,140.09500122070312,30340800,142.6024932861328,137.5850067138672,137.55348205566406
13-05-2021,134.58999633789062,140.33749389648438,28540400,140.8074951171875,136.65249633789062,136.62118530273438
14-05-2021,137.48500061035156,138.89999389648438,25861600,143.27999877929688,142.42999267578125,142.39735412597656
17-05-2021,138.53500366210938,141.57000732421875,21698000,141.6925048828125,141.65499877929688,141.62254333496094
18-05-2021,140.0399932861328,142.6699981689453,18625600,144.04249572753906,140.15750122070312,140.12538146972656
19-05-2021,135.4324951171875,135.6649932861328,34400000,140.7949981689453,140.65750122070312,140.62527465820312
20-05-2021,142.7050018310547,143.02499389648438,32159200,146.83749389648438,146.125,146.09152221679688
21-05-2021,148.69500732421875,151.6374969482422,67299200,152.22000122070312,149.91749572753906,149.88314819335938
24-05-2021,151.75999450683594,152.125,55481600,157.4499969482422,156.1199951171875,156.084228515625
25-05-2021,154.8249969482422,157.66000366210938,43540800,158.18499755859375,156.4774932861328,156.44163513183594
26-05-2021,155.8625030517578,157.34249877929688,37044000,157.9375,157.0,156.9640350341797
27-05-2021,154.60000610351562,156.99749755859375,58147600,157.5,154.8800048828125,154.84451293945312
28-05-2021,155.00999450683594,155.00999450683594,64453600,162.77499389648438,162.44500732421875,162.4077911376953
01-06-2021,159.03250122070312,162.6999969482422,47280400,163.88250732421875,162.64500427246094,162.6077423095703
02-06-2021,162.35499572753906,162.5225067138672,59416800,169.1875,167.78250122070312,167.7440643310547
03-06-2021,165.8300018310547,167.00750732421875,58000800,172.58999633789062,169.69749450683594,169.6586151123047
04-06-2021,170.9550018310547,171.125,61712000,176.61000061035156,175.78250122070312,175.7422332763672
07-06-2021,171.92750549316406,175.71249389648438,57575600,178.125,176.19000244140625,176.14962768554688
08-06-2021,172.50999450683594,175.2725067138672,32384800,176.21499633789062,174.57000732421875,174.53001403808594
09-06-2021,172.5574951171875,175.15750122070312,38165600,175.75,173.58250427246094,173.58250427246094
10-06-2021,171.75999450683594,173.5,28777200,174.9199981689453,174.25,174.25
11-06-2021,174.4375,174.7949981689453,41630800,179.3925018310547,178.25250244140625,178.25250244140625
14-06-2021,176.62750244140625,179.05999755859375,32137600,180.3950042724609,180.1875,180.1875
15-06-2021,177.27999877929688,179.14999389648438,24303200,180.1625061035156,177.88499450683594,177.88499450683594
16-06-2021,175.84500122070312,177.90750122070312,30712400,179.54750061035156,178.1024932861328,178.1024932861328
17-06-2021,177.5625,177.7449951171875,80965600,188.3500061035156,186.57249450683597,186.57249450683597
18-06-2021,185.83999633789065,187.83999633789065,96885600,193.75,186.3874969482422,186.3874969482422
21-06-2021,178.2274932861328,184.3524932861328,67238400,185.3650054931641,184.2725067138672,184.2725067138672
22-06-2021,183.8600006103516,184.71499633789065,58014400,189.6374969482422,188.86749267578125,188.86749267578125
23-06-2021,189.07749938964844,190.07749938964844,33235600,191.52749633789065,190.57249450683597,190.57249450683597
24-06-2021,190.88250732421875,192.27749633789065,32092400,194.1999969482422,192.05499267578125,192.05499267578125
25-06-2021,188.94500732421875,192.80499267578125,27836400,193.4550018310547,190.30999755859372,190.30999755859372
28-06-2021,193.19000244140625,193.6125030517578,49543600,200.7875061035156,199.8500061035156,199.8500061035156
29-06-2021,196.57000732421875,198.8249969482422,36763200,200.9875030517578,200.2675018310547,200.2675018310547
30-06-2021,198.6374969482422,199.99249267578125,32656800,201.625,200.0249938964844,200.0249938964844
01-07-2021,200.19000244140625,201.25,48013600,204.55999755859372,202.1199951171875,202.1199951171875
02-07-2021,202.87750244140625,204.40249633789065,34276400,205.0525054931641,204.8699951171875,204.8699951171875
06-07-2021,203.50250244140625,207.375,44670800,208.4199981689453,206.9850006103516,206.9850006103516
07-07-2021,203.32000732421875,208.53500366210935,41842800,208.75,203.71749877929688,203.71749877929688
08-07-2021,197.00750732421875,198.56500244140625,50330000,201.3300018310547,199.02749633789065,199.02749633789065
09-07-2021,197.54249572753903,199.625,29662400,200.8025054931641,200.50250244140625,200.50250244140625
12-07-2021,201.87750244140625,202.3999938964844,32198400,205.32749938964844,205.125,205.125
13-07-2021,201.13999938964844,204.0050048828125,29070800,204.6125030517578,202.5,202.5
14-07-2021,197.52749633789065,203.57749938964844,38010000,204.1775054931641,198.4149932861328,198.4149932861328
15-07-2021,188.5850067138672,198.11749267578125,55056400,198.47000122070312,189.6625061035156,189.6625061035156
16-07-2021,180.72999572753903,190.30499267578125,68822400,191.57000732421875,181.6100006103516,181.6100006103516
19-07-2021,178.65499877929688,179.15249633789062,74906000,190.4199981689453,187.7975006103516,187.7975006103516
20-07-2021,181.63999938964844,187.3000030517578,43468700,188.3800048828125,186.1199951171875,186.1199951171875
21-07-2021,187.4199981689453,188.82000732421875,37101700,195.2700042724609,194.1000061035156,194.1000061035156
22-07-2021,192.75999450683597,196.4199981689453,32382600,198.8699951171875,195.94000244140625,195.94000244140625
23-07-2021,192.5,196.55999755859372,19567200,197.0,195.5800018310547,195.5800018310547
26-07-2021,189.13999938964844,193.1100006103516,20394300,194.4199981689453,192.94000244140625,192.94000244140625
27-07-2021,187.41000366210935,192.6499938964844,24886300,196.22000122070312,192.0800018310547,192.0800018310547
28-07-2021,189.9499969482422,193.19000244140625,20219100,196.4600067138672,195.02999877929688,195.02999877929688
29-07-2021,193.27999877929688,195.19000244140625,19078100,198.52999877929688,196.6199951171875,196.6199951171875
30-07-2021,192.6300048828125,194.17999267578125,18349700,196.3000030517578,194.9900054931641,194.9900054931641
02-08-2021,193.6100006103516,197.0,21744400,199.6100006103516,197.5,197.5
03-08-2021,192.1999969482422,197.3999938964844,30181100,202.22000122070312,198.1499938964844,198.1499938964844
04-08-2021,198.27999877929688,199.8999938964844,23130900,203.17999267578125,202.7400054931641,202.7400054931641
05-08-2021,203.4199981689453,205.0,21143500,207.3300018310547,206.3699951171875,206.3699951171875
06-08-2021,202.1000061035156,205.2400054931641,17849700,205.6999969482422,203.66000366210935,203.66000366210935
09-08-2021,201.42999267578125,204.4600067138672,14644300,205.0800018310547,202.9499969482422,202.9499969482422
10-08-2021,198.3500061035156,203.22000122070312,17923800,204.3000030517578,199.3600006103516,199.3600006103516
11-08-2021,194.3000030517578,200.42999267578125,18592500,200.4900054931641,196.9900054931641,196.9900054931641
12-08-2021,196.1999969482422,198.6999969482422,15165200,200.2899932861328,199.0500030517578,199.0500030517578
13-08-2021,198.50999450683597,199.0500030517578,18306300,202.13999938964844,201.8800048828125,201.8800048828125
16-08-2021,194.52999877929688,201.3500061035156,21087600,202.8699951171875,199.5,199.5
17-08-2021,192.6699981689453,196.8500061035156,20458500,197.6999969482422,194.5800018310547,194.5800018310547
18-08-2021,190.0,195.0,28591300,196.33999633789065,190.3999938964844,190.3999938964844
19-08-2021,187.6199951171875,194.94000244140625,76655500,204.9499969482422,197.97999572753903,197.97999572753903
20-08-2021,199.3300018310547,199.91000366210935,67574100,208.6499938964844,208.16000366210935,208.16000366210935
23-08-2021,209.5,209.7100067138672,57580700,219.97000122070312,219.5800018310547,219.5800018310547
24-08-2021,215.3500061035156,217.52999877929688,29729900,219.58999633789065,217.92999267578125,217.92999267578125
25-08-2021,217.22000122070312,217.3699951171875,34770100,224.6999969482422,222.1300048828125,222.1300048828125
26-08-2021,217.8999938964844,222.0,23794000,223.3999938964844,220.67999267578125,220.67999267578125
27-08-2021,221.6699981689453,221.83999633789065,30472200,227.22000122070312,226.3600006103516,226.3600006103516
30-08-2021,225.50999450683597,228.3000030517578,26258000,230.42999267578125,226.8800048828125,226.8800048828125
31-08-2021,221.1999969482422,226.9499969482422,25985000,226.9499969482422,223.8500061035156,223.8500061035156
01-09-2021,223.57000732421875,224.8500061035156,20176700,226.97000122070312,224.41000366210935,224.41000366210935
02-09-2021,222.9499969482422,225.17999267578125,18783400,225.92999267578125,223.9600067138672,223.9600067138672
03-09-2021,222.0,223.25,28053200,229.8600006103516,228.42999267578125,228.42999267578125
07-09-2021,225.22000122070312,228.3300018310547,19810700,228.9900054931641,226.6199951171875,226.6199951171875
08-09-2021,219.7700042724609,225.1300048828125,25443400,226.1000061035156,223.38999938964844,223.38999938964844
